arxiv_id,authors,title,abstract,category
arXiv:2204.05050,M. Trudu et al.,"The Northern Cross Fast Radio Burst project - II. Monitoring of repeating FRB 20180916B, 20181030A, 20200120E and 20201124A","In this work we report the results of a nineteen-month Fast Radio Burst observational campaign carried out with the North-South arm of the Medicina Northern Cross radio telescope at 408~MHz in which we monitored four repeating sources: FRB20180916B, FRB20181030A, FRB20200120E and FRB20201124A. We present the current state of the instrument and the detection and characterisation of three bursts from FRB20180916B. Given our observing time, our detections are consistent with the event number we expect from the known burst rate ($2.7 \pm 1.9$ above our 10$\sigma$, 38~Jy~ms detection threshold) in the 5.2 day active window of the source, further confirming the source periodicity. We detect no bursts from the other sources. We turn this result into a 95\% confidence level lower limit on the slope of the differential fluence distribution $\alpha$ to be $\alpha > 2.1$ and $\alpha > 2.2$ for FRB20181030A and FRB20200120E respectively. Given the known rate for FRB20201124A, we expect $1.0 \pm 1.1$ bursts from our campaign, consistent with our non-detection.",astro-ph.HE
arXiv:2204.03253,Xiaobo Li et al.,Quasi-periodic oscillations of the X-ray burst from the magnetar SGR J1935+2154 and associated with the fast radio burst FRB 200428,"The origin(s) and mechanism(s) of fast radio bursts (FRBs), which are short radio pulses from cosmological distances, have remained a major puzzle since their discovery. We report a strong Quasi-Periodic Oscillation(QPO) of 40 Hz in the X-ray burst from the magnetar SGR J1935+2154 and associated with FRB 200428, significantly detected with the Hard X-ray Modulation Telescope (Insight-HXMT) and also hinted by the Konus-Wind data. QPOs from magnetar bursts have only been rarely detected; our 3.4 sigma (p-value is 2.9e-4) detection of the QPO reported here reveals the strongest QPO signal observed from magnetars (except in some very rare giant flares), making this X-ray burst unique among magnetar bursts. The two X-ray spikes coinciding with the two FRB pulses are also among the peaks of the QPO. Our results suggest that at least some FRBs are related to strong oscillation processes of neutron stars. We also show that we may overestimate the significance of the QPO signal and underestimate the errors of QPO parameters if QPO exists only in a fraction of the time series of a X-ray burst which we use to calculate the Leahy-normalized periodogram.",astro-ph.HE
arXiv:2203.17222,"Yi-Fan Wang, Alexander H. Nitz, ",Search for Coincident Gravitational-wave and Fast Radio Burst Events from 4-OGC and the First CHIME/FRB Catalog,"Advanced LIGO and Virgo have reported 90 confident gravitational-wave (GW) observations from compact-binary coalescences from their three observation runs. In addition, numerous subthreshold gravitational-wave candidates have been identified. Binary neutron star (BNS) mergers can produce gravitational waves and short-gamma ray bursts, as confirmed by GW170817/GRB 170817A. There may be electromagnetic counterparts recorded in archival observations associated with subthreshold gravitational-wave candidates. The CHIME/FRB Collaboration has reported the first large sample of fast radio bursts (FRBs), millisecond radio transients detected up to cosmological distances; a fraction of these may be associated with BNS mergers. This work searches for coincident gravitational waves and FRBs from BNS mergers using candidates from the fourth-Open Gravitational-wave Catalog (4-OGC) and the first CHIME/FRB catalog. We use a ranking statistic for GW/FRB association which combines the gravitational-wave detection statistic with the odds of temporal and spatial association. We analyze gravitational-wave candidates and non-repeating FRBs from 2019 April 1 to 2019 July 1, when both the Advanced LIGO/Virgo gravitational-wave detectors and the CHIME radio telescope were observing. The most significant coincident candidate has a false alarm rate of 0.29 per observation time, which is consistent with a null observation. The null results imply, at most, $\mathcal{O}(0.01)\%$ - $\mathcal{O}(1)\%$ of FRBs are produced from the BNS mergers.",astro-ph.HE
arXiv:2203.16855,Ce Cai et al.,Insight-HXMT dedicated 33-day observation of SGR J1935+2154 I. Burst Catalog,"Magnetars are neutron stars with extreme magnetic field and sometimes manifest as soft gamma-ray repeaters (SGRs). SGR J1935+2154 is one of the most prolific bursters and the first confirmed source of fast radio burst (i.e. FRB 200428). Encouraged by the discovery of the first X-ray counterpart of FRB, Insight-Hard X-ray Modulation Telescope (Insight-HXMT) implemented a dedicated 33-day long ToO observation of SGR J1935+2154 since April 28, 2020. With the HE, ME, and LE telescopes, Insight-HXMT provides a thorough monitoring of burst activity evolution of SGR J1935+2154, in a very broad energy range (1-250 keV) with high temporal resolution and high sensitivity, resulting in a unique valuable data set for detailed studies of SGR J1935+2154. In this work, we conduct a comprehensive analysis of this observation including detailed burst search, identification and temporal analyses. After carefully removing false triggers, we find a total of 75 bursts from SGR J1935+2154, out of which 70 are single-pulsed. The maximum burst rate is about 56 bursts/day. Both the burst duration and the waiting time between two successive bursts follow log-normal distributions, consistent with previous studies. We also find that bursts with longer duration (some are multi-pulsed) tend to occur during the period with relatively high burst rate. There is no correlation between the waiting time and the fluence or duration of either the former or latter burst. It also seems that there is no correlation between burst duration and hardness ratio, in contrast to some previous reports. In addition, we do not find any X-ray burst associated with any reported radio bursts except for FRB 200428.",astro-ph.HE
arXiv:2203.16716,S. K. Ocker et al.,Radio Scattering Horizons for Galactic and Extragalactic Transients,"Radio wave scattering can cause severe reductions in detection sensitivity for surveys of Galactic and extragalactic fast ($\sim$ms duration) transients. While Galactic sources like pulsars undergo scattering in the Milky Way interstellar medium (ISM), extragalactic fast radio bursts (FRBs) can also experience scattering in their host galaxies and other galaxies intervening their lines-of-sight. We assess Galactic and extragalactic scattering horizons for fast radio transients using a combination of NE2001 to model the dispersion measure (DM) and scattering time ($\tau$) contributed by the Galactic disk, and independently constructed electron density models for the Galactic halo and other galaxies' ISMs and halos that account for different galaxy morphologies, masses, densities, and strengths of turbulence. For source redshifts $0.5\leq z_{\rm s}\leq1$, an all-sky, isotropic FRB population has simulated values of $\tau(1\rm~GHz)$ ranging from $\sim1~\mu$s to $\sim2$ ms ($90\%$ confidence, observer frame) that are dominated by host galaxies, although $\tau$ can be $\gg2$ ms at low Galactic latitudes. A population at $z_{\rm s}=5$ has $0.01\lesssim\tau\lesssim300$ ms at 1 GHz ($90\%$ confidence), dominated by intervening galaxies. About $20\%$ of these high-redshift FRBs are predicted to have $\tau>5$ ms at 1 GHz (observer frame), and $\gtrsim40\%$ of FRBs between $z_{\rm s}\sim0.5-5$ have $\tau\gtrsim1$ ms for $\nu\leq 800$ MHz. Our scattering predictions may be conservative if scattering from circumsource environments is significant, which is possible under specific conditions. The percentage of FRBs selected against from scattering could also be substantially larger than we predict if circumgalactic turbulence causes more small-scale ($\ll1$ au) density fluctuations than observed from nearby halos.",astro-ph.GA
arXiv:2203.14198,"Di Xiao, Fayin Wang, Zigao Dai, ",Fast Radio Bursts,"The era of fast radio bursts (FRBs) was open in 2007, when a very bright radio pulse of unknown origin was discovered occasionally in the archival data of Parkes Telescope. Over the past fifteen years, this mysterious phenomenon have caught substantial attention among the scientific community and become one of the hottest topic in high-energy astrophysics. The total number of events has a dramatic increase to a few hundred recently, benefiting from new dedicated surveys and improved observational techniques. Our understanding of these bursts has been undergoing a revolutionary growth with observational breakthroughs announced consistently. In this chapter, we will give a comprehensive introduction of FRBs, including the latest progress. Starting from the basics, we will go through population study, inherent physical mechanism, and all the way to the application in cosmology. Plenty of open questions exist right now and there is more surprise to come in this active young field.",astro-ph.HE
arXiv:2203.12645,"Stefan Heimersheim, ",What it takes to measure Reionization with Fast Radio Bursts,"Fast Radio Bursts (FRBs) are recently discovered extra-galactic radio transients which are now used as novel cosmological probes. We show how the Bursts' Dispersion Measure can model-independently probe the history of Hydrogen reionization. Using a FlexKnot free-form parameterization to reconstruct the reionization history we predict an 11% accuracy constraint on the CMB optical depth, and 4% accuracy on the midpoint of reionization, to be achieved with 100 FRBs originating from redshifts z>5.",astro-ph.CO
arXiv:2203.12551,"Han-Yue Guo, Hao Wei, ",A Possible Subclassification of Fast Radio Bursts,"Although fast radio bursts (FRBs) have been an active field in astronomy and cosmology, their origin is still unknown to date. One of the interesting topics is the classification of FRBs, which is closely related to the origin of FRBs. Different physical mechanisms are required by different classes of FRBs. In the literature, they usually could be classified into non-repeating and repeating FRBs. Well motivated by the observations, here we are interested in the possible subclassification of FRBs. By using the first CHIME/FRB catalog, we propose to subclassify non-repeating (type I) FRBs into type Ia and Ib FRBs. The distribution of type Ia FRBs is delayed with respect to the cosmic star formation history (SFH), and hence they are probably associated with old stellar populations, while the distribution of type Ib FRBs tracks SFH, and hence they are probably associated with young stellar populations. Accordingly, the physical criteria for this subclassification of type I FRBs have been clearly determined. We find that there are some tight empirical correlations for type Ia FRBs but not for type Ib FRBs, and vice versa. These make them different in physical properties. Similarly, we suggest that repeating (type II) FRBs could also be subclassified into type IIa and IIb FRBs. A universal subclassification scheme is given at the end. This subclassification of FRBs might help us to reveal quite different physical mechanisms behind them, and improve their applications in astronomy and cosmology.",astro-ph.HE
arXiv:2203.12038,The LIGO Scientific Collaboration et al.,Search for Gravitational Waves Associated with Fast Radio Bursts Detected by CHIME/FRB During the LIGO--Virgo Observing Run O3a,"We search for gravitational-wave transients associated with fast radio bursts (FRBs) detected by the Canadian Hydrogen Intensity Mapping Experiment Fast Radio Burst Project (CHIME/FRB), during the first part of the third observing run of Advanced LIGO and Advanced Virgo (1 April 2019 15:00 UTC-1 Oct 2019 15:00 UTC). Triggers from 22 FRBs were analyzed with a search that targets compact binary coalescences with at least one neutron star component. A targeted search for generic gravitational-wave transients was conducted on 40 FRBs. We find no significant evidence for a gravitational-wave association in either search. Given the large uncertainties in the distances of the FRBs inferred from the dispersion measures in our sample, however, this does not conclusively exclude any progenitor models that include emission of a gravitational wave of the types searched for from any of these FRB events. We report $90\%$ confidence lower bounds on the distance to each FRB for a range of gravitational-wave progenitor models. By combining the inferred maximum distance information for each FRB with the sensitivity of the gravitational-wave searches, we set upper limits on the energy emitted through gravitational waves for a range of emission scenarios. We find values of order $10^{51}$-$10^{57}$ erg for a range of different emission models with central gravitational wave frequencies in the range 70-3560 Hz. Finally, we also found no significant coincident detection of gravitational waves with the repeater, FRB 20200120E, which is the closest known extragalactic FRB.",astro-ph.HE
arXiv:2203.09139,"Hai-Nan Lin, Xin Li, Li Tang, ",Search for the correlations between host properties and ${\rm DM_{host}}$ of fast radio bursts: constraints on the baryon mass fraction in IGM,"The application of fast radio bursts (FRBs) as probes to investigate astrophysics and cosmology requires the proper modelling of the dispersion measures of Milky Way (${\rm DM_{MW}}$) and host galaxy (${\rm DM_{host}}$). ${\rm DM_{MW}}$ can be estimated using the Milky Way electron models, such as NE2001 model and YMW16 model. However, ${\rm DM_{host}}$ is hard to model due to limited information on the local environment of FRBs. In this paper, using 17 well-localized FRBs, we search for the possible correlations between ${\rm DM_{host}}$ and the properties of host galaxies, such as the redshift, the stellar mass, the star-formation rate, the age of galaxy, the offset of FRB site from galactic center, and the half-light radius. We find no strong correlation between ${\rm DM_{host}}$ and any of the host property. Assuming that ${\rm DM_{host}}$ is a constant for all host galaxies, we constrain the fraction of baryon mass in the intergalactic medium today to be $f_{\rm IGM,0}=0.78_{-0.19}^{+0.15}$. If we model ${\rm DM_{host}}$ as a log-normal distribution, however, we obtain a larger value, $f_{\rm IGM,0}=0.83_{-0.17}^{+0.12}$. Based on the limited number of FRBs, no strong evidence for the redshift evolution of $f_{\rm IGM}$ is found.",astro-ph.CO
arXiv:2203.08816,W. R. Arcus et al.,Comparison of the Parkes and FAST FRB DM Distribution,"We model the Fast Radio Burst (FRB) dispersion measure (DM) distribution for the Five-hundred-meter Aperture Spherical Telescope (FAST) and compare this with the four FRBs published in the literature to date. We compare the DM distribution of Parkes and FAST, taking advantage of the similarity between their multibeam receivers. Notwithstanding the limited sample size, we observe a paucity of events at low DM for all evolutionary models considered, resulting in a sharp rise in the observed cumulative distribution function (CDF) in the region of $1000\lesssim\mathrm{DM}\lesssim2000$ pc cm$^{-3}$. These traits could be due to statistical fluctuations ($0.12 \le p \le 0.22$), a complicated energy distribution or break in an energy distribution power law, spatial clustering, observational bias or outliers in the sample (e.g., an excessive DM_${HOST}$ as recently found for FRB 20190520B). The energy distribution in this regime is unlikely to be adequately constrained until further events are detected. Modelling suggests that FAST may be well placed to discriminate between redshift evolutionary models and to probe the helium ionisation signal of the IGM.",astro-ph.HE
arXiv:2203.08151,S. Dai et al.,Magnetic Field Reversal around an Active Fast Radio Burst,"The environment of actively repeating fast radio bursts (FRBs) has been shown to be complex and varying. The recently localized FRB 20190520B is extremely active, has the largest confirmed host dispersion measure, and is only the second FRB source associated with a compact, persistent radio source (PRS). The main tracer of the magneto-ionic environments is the rotation measure (RM), a path-integral of the line-of-sight component of magnetic field strength (B) and electron density, which does not allow a direct probe of the B-field configuration. Here we report direct evidence for a B-field reversal based on the observed sign change and extreme variation of FRB 20190520B's RM, which changed from $\sim10000$ rad m$^{-2}$ to $\sim-16000$ rad m$^{-2}$ between June 2021 and January 2022. Such extreme RM reversal has never been observed before in any FRB nor in any astronomical object. The implied short-term change of the B-field configuration in or around the FRB could be due to the vicinity of massive black holes, or a magnetized companion star in binary systems, or a young supernova remnant along the line of sight.",astro-ph.HE
arXiv:2203.07489,Sibasish Laha et al.,Limits on the hard X-ray emission from the periodic fast radio burst FRB 180916.J0158+65,"FRB 180916.J0158+65 is one of the nearest, periodically repeating, and actively bursting fast radio burst (FRB) which has been localized to the outskirts of a spiral galaxy. In this work we study the FRB with the hard X-ray $14-195$ keV data from the Burst Alert Telescope (BAT) on board The Neil Gehrels Swift Observatory. BAT uses coded mask technology giving a localization of $\lesssim 3$ arc-minute in the hard X-ray band, along with an accurate background estimation. BAT has been observing the source location in survey mode since February 2020. The survey mode observations involves background subtracted spectra, integrated over a time span ranging $300-2000$ seconds, at the source location (from Feb 2020-Jan 2022). We analyzed all the $\sim 230$ survey mode observations from BAT and checked for any signal in any of the observations. We did not detect any signal at $>5\sigma$ confidence level in any of the observations. We could estimate a $5\sigma$ upper limit on the $14-195$ keV flux, which ranged between $4.5\times 10^{-10} - 7.6\times 10^{-9}\, \rm erg\, cm^{-2}\, s^{-1}$. At the source distance this relates to a $5\sigma$ upper limit on luminosity of $5.08\times 10^{44}- 8.5\times 10^{45} \rm erg\, s^{-1}$. With this estimate, we could rule out any persistent X-ray emission, at the source location for these snapshots of BAT observations.",astro-ph.HE
arXiv:2203.07465,Sibasish Laha et al.,Simultaneous view of the FRB~180301 with FAST and NICER during a bursting phase,"FRB180301 is one of the most actively repeating fast radio bursts (FRBs) which has shown polarization angle changes in its radio burst emission, an indication for their likely origin in the magnetosphere of a highly-magnetized neutron star. We carried out a multi-wavelength campaign with the FAST radio telescope and NICER X-ray observatory to investigate any possible X-ray emission temporally coincident with the bright radio bursts. The observations took place on 2021 March 4, 9 and 19. We detected five bright radio bursts with FAST, four of which were strictly simultaneous with the NICER observations. The peak flux-density of the radio bursts ranged between $28-105$ mJy, the burst fluence between $27-170$ mJy-ms, and the burst durations between $1.7-12.3$ ms. The radio bursts from FRB~180301 exhibited complex time domain structure, and sub-pulses were detected in individual bursts, with no significant circular polarisation. The linear degree of polarisation in L-band reduced significantly compared to the 2019 observations. We do not detect any X-ray emission in excess of the background during the 5ms, 10ms, 100ms, 1sec and 100sec time intervals at/around the radio-burst barycenter-corrected arrival times, at a $>5\sigma$ confidence level. The $5\sigma$ upper limits on the X-ray a) persistent flux is $<7.64\times 10^{-12}\, \rm erg\, cm^{-2}\, s^{-1}$ , equivalent to $L_{\rm X}<2.50 \times 10^{45} \rm erg\, s^{-1}$ and b) 5 ms fluence is $<2\times 10^{-11} \rm erg\, cm^{-2}$, at the radio burst regions. Using the $5$ ms X-ray fluence upper limit, we can estimate the radio efficiency $\eta_{R/X} \equiv L_{\rm Radio}/L_{\rm X-ray} \gtrsim 10^{-8}$. The derived upper limit on $\eta_{R/X}$ is consistent with both magnetospheric models and synchrotron maser models involving relativistic shocks.",astro-ph.HE
arXiv:2203.06994,Long Li et al.,AT2020hur: A Possible Optical Counterpart of FRB 180916B,"The physical origin of fast radio bursts (FRBs) remains unclear. Finding multiwavelength counterparts of FRBs can be a breakthrough in understanding their nature. In this work, we perform a systematic search for astronomical transients (ATs) whose positions are consistent with FRBs. We find an unclassified optical transient AT2020hur ($\alpha=01^{\mathrm{h}} 58^{\mathrm{m}} 00.750^{\mathrm{s}} \pm 1$ arcsec, $\delta=65^{\circ} 43^{\prime} 00.30^{\prime \prime} \pm 1$ arcsec) that is spatially coincident with the repeating FRB 180916B ($\alpha=01^{\mathrm{h}} 58^{\mathrm{m}} 00.7502^{\mathrm{s}} \pm 2.3$ mas, $\delta=65^{\circ} 43^{\prime} 00.3152^{\prime \prime} \pm 2.3$ mas). The chance possibility for the AT2020hur-FRB 180916B association is about 0.04%, which corresponds to a significance of $3.5\sigma$. We develop a giant flare afterglow model to fit AT2020hur. Although the giant flare afterglow model can interpret the observations of AT2020hur, the derived kinetic energy of such a GF is at least three orders of magnitude larger than that of the typical GF, and there is a lot of fine tuning and coincidences required for this model. Another possible explanation is that AT2020hur might consist of two or more optical flares originating from the FRB source, e.g. fast optical bursts produced by the inverse Compton scattering of FRB emission. Besides, AT2020hur is located in one of the activity windows of FRB 180916B, which is an independent support for the association. This coincidence may be due to the reason that the optical counterpart is subject to the same periodic modulation as FRB 180916B, as implied by the prompt FRB counterparts. Future simultaneous observations of FRBs and their optical counterparts may help reveal their physical origin.",astro-ph.HE
arXiv:2203.06507,"Shotaro Yamasaki, Kazim Yavuz Eksi, Ersin Gogus, ",Angular Dependence of Coherent Radio Emission from Magnetars with Multipolar Magnetic Fields,"The recent detection of a Fast Radio Burst (FRB) from a Galactic magnetar secured the fact that neutron stars (NSs) with super-strong magnetic fields are capable of producing these extremely bright coherent radio bursts. One of the leading mechanisms to explain the origin of such coherent radio emission is the curvature radiation process within the dipolar magnetic field structure. It has, however, already been demonstrated that magnetars likely have a more complex magnetic field topology. Here we critically investigate curvature radio emission in the presence of inclined dipolar and quadrupolar (""quadrudipolar"") magnetic fields and show that such field structures differ in their angular characteristics from a purely dipolar case. We analytically show that the shape of open field lines can be modified significantly depending on both the ratio of quadrupole to dipole field strength and their inclination angle at the NS surface. This creates multiple points along each magnetic field line that coincides with the observer's line of sight and may explain the complex spectral and temporal structure of the observed FRBs. We also find that in quadrudipole, the radio beam can take a wider angular range and the beam width can be wider than in pure dipole. This may explain why the pulse width of the transient radio pulsation from magnetars is as large as that of ordinary radio pulsars.",astro-ph.HE
arXiv:2203.06303,Yi-Qing Lin et al.,Effects of Gravitational Wave Radiation of Eccentric Neutron Star-White Dwarf Binaries on the Periodic Activity of Fast Radio Burst Sources,"We revisit the eccentric neutron star (NS)-white dwarf (WD) binary model for the periodic activity of fast radio burst (FRB) sources, by including the effects of gravitational wave (GW) radiation. In this model, the WD fills its Roche lobe at the periastron and mass transfer occurs from the WD to the NS. The accreted materials can be fragmented and arrive at the NS episodically, resulting in multiple bursts through curvature radiation. Consequently, the WD may be kicked away owing to the conservation of angular momentum. To initiate the next mass transfer, the WD has to refill its Roche lobe through GW radiation. In this scenario, whether the periodic activity can show up relies on three timescales, i.e., the orbital period $P_{\rm orb}$, the timescale $T_{\rm GW}$ for the Roche lobe to be refilled, and the time span $T_{\rm frag}$ for all the episodic events corresponding to each mass transfer process. Only when the two conditions $T_{\rm GW} \gtrsim P_{\rm orb}$ and $T_{\rm frag} < P_{\rm orb}$ are both satisfied, the periodic activity will manifest itself and the period should be equal to $P_{\rm orb}$. In this spirit, the periodic activity is more likely to show up for relatively long periods ($P_{\rm orb} \gtrsim$ several days). Thus, it is reasonable that FRBs 180916 and 121102, the only two sources having been claimed to manifest periodic activity, both correspond to relatively long periods.",astro-ph.HE
arXiv:2203.04890,"Maura Pilia, ",The Low Frequency Perspective on Fast Radio Bursts,"Fast radio bursts (FRBs) represent one of the most exciting astrophysical discoveries of the recent past. The study of their low-frequency emission, which was only effectively picked up about ten years after their discovery, has helped shape the field thanks to some of the most important detections to date. Observations between 400 and 800 MHz, carried out by the CHIME/FRB telescope, in particular, have led to the detection of ~500 FRBs in little more than 1 year and, among them, ~20 repeating sources. Detections at low frequencies have uncovered a nearby population that we can study in detail via continuous monitoring and targeted campaigns. The latest, most important discoveries include: periodicity, both at the days level in repeaters and at the millisecond level in apparently non-repeating sources; the detection of an FRB-like burst from a galactic magnetar; and the localisation of an FRB inside a globular cluster in a nearby galaxy. The systematic study of the population at low frequencies is important for the characterisation of the environment surrounding the FRBs and, at a global level, to understand the environment of the local universe. This review is intended to give an overview of the efforts leading to the current rich variety of low-frequency studies and to put into a common context the results achieved in order to trace a possible roadmap for future progress in the field.",astro-ph.HE
arXiv:2203.04320,J. F. Mahlmann et al.,Electromagnetic fireworks: Fast radio bursts from rapid reconnection in the compressed magnetar wind,"One scenario for the generation of fast radio bursts (FRBs) is magnetic reconnection in a current sheet of the magnetar wind. Compressed by a strong magnetic pulse induced by a magnetar flare, the current sheet fragments into a self-similar chain of magnetic islands. Time-dependent plasma currents at their interfaces produce coherent radiation during their hierarchical coalescence. We investigate this scenario using 2D radiative relativistic particle-in-cell simulations to compute the efficiency of the coherent emission and to obtain frequency scalings. Consistent with expectations, a fraction of the reconnected magnetic field energy, $f\sim 0.002$, is converted to packets of high-frequency fast magnetosonic waves which can escape from the magnetar wind as radio emission. In agreement with analytical estimates, we find that magnetic pulses of $10^{47}\text{erg}\;\text{s}^{-1}$ can trigger relatively narrowband GHz emission with luminosities of approximately $10^{42}\text{erg}\;\text{s}^{-1}$, sufficient to explain bright extragalactic FRBs. The mechanism provides a natural explanation for a downward frequency drift of burst signals, as well as the $\sim 100\;\text{ns}$ substructure recently detected in FRB 20200120E.",astro-ph.HE
arXiv:2202.11644,B. Marcote et al.,PRECISE localizations of repeating Fast Radio Bursts,"Fast Radio Bursts (FRBs) are extremely luminous and brief signals (with duration of milliseconds or even shorter) of extragalactic origin. Despite the fact that hundreds of FRBs have been discovered to date, their nature still remains unclear. Precise localizations of FRBs can unveil their host galaxies and local environments -- and thus shed light on the physical processes that led to the burst production. However, this has only been achieved for a few FRBs to date. The European VLBI Network (EVN) is currently the only instrument capable of localizing FRBs down to the milliarcsecond level. This level of precision was critical to associate the first localized FRB, 20121102A, to a star-forming region in a low-metallicity dwarf galaxy and physically related it to a compact persistent radio source. Analogously, a second repeating FRB, 20180916B, was found to just outside the edge of a prominent star-forming region of a nearby spiral galaxy. The PRECISE project (Pinpointing REpeating ChIme Sources with EVN dishes), starting from 2019, has observed hundreds of hours per year with a subset of EVN telescopes with the goal of localizing repeating FRBs discovered by the CHIME/FRB Collaboration. The ultimate goal of PRECISE is to disentangling the environments where FRBs can be produced. Here we present the state of the art of the FRB field, the PRECISE project, and the localizations achieved until now, which have unveiled a variety of environments where FRBs can be found that challenges the current models.",astro-ph.HE
arXiv:2202.11112,Reshma Anna-Thomas et al.,Magnetic field reversal in the turbulent environment around a repeating fast radio burst,"Fast radio bursts (FRBs) are brief, intense flashes of radio waves from unidentified extragalactic sources. Polarized FRBs originate in highly magnetized environments. We report observations of the repeating FRB 20190520B spanning seventeen months , which show its amount of Faraday rotation is highly variable and twice changes its sign. The FRB also depolarizes below radio frequencies around 1 to 3 GHz. We interpret these properties as due to change in the parallel component of the integrated magnetic field along the line-of-sight, including reversals. This could result from propagation through a turbulent, magnetized screen of plasma located between $10^{-5}$ to 100 parsecs of the FRB source. This is consistent with the bursts passing through the stellar wind of a binary companion of the FRB source.",astro-ph.HE
arXiv:2202.10076,"Anastasia Chaikova, Dmitriy Kostunin, Sergei B. Popov, ",Model-independent classification of events from the first CHIME/FRB Fast Radio Burst catalog,"The CHIME/FRB collaboration has recently published a catalog containing about half a thousand fast radio bursts (FRBs) including their spectra and several reconstructed properties, like signal widths, amplitudes, etc. We have developed a model-independent approach for a classification of these bursts using cross-correlation and clustering algorithms applied to one-dimensional intensity profiles of the bursts (i.e., to amplitudes as a function of time averaged over the frequency). Using this algorithm we identified two major classes of FRBs featuring different waveform morphology, and, simultaneously, different distribution of brightness temperature. Bursts from one of the identified cluster have lower brightness temperatures and larger widths than events from the other cluster. Both groups include bursts from the repeaters and one-off events.",astro-ph.HE
arXiv:2202.09726,Peng-Ju Wu et al.,A path to precision cosmology: synergy between four promising late-universe cosmological probes,"In the next decades, it is necessary to forge new late-universe cosmological probes to precisely constrain the Hubble constant and the equation of state of dark energy simultaneously. In this work, we show that the four typical late-universe cosmological probes, the 21 cm intensity mapping (IM), fast radio burst (FRB), gravitational wave (GW) standard siren, and strong gravitational lensing (SGL), are expected to be forged into useful tools in solving the Hubble tension and exploring dark energy. We propose that the synergy of them is rather important in cosmology. We simulate the 21 cm IM, FRB, GW, and SGL data based on the hypothetical observations of the Hydrogen Intensity and Real-time Analysis eXperiment (HIRAX), the Square Kilometre Array (SKA), the Einstein Telescope (ET), and the Large Synoptic Survey Telescope (LSST), respectively. We find that the four probes show obviously different parameter degeneracy orientations in cosmological constraints, so any combination of them can break the parameter degeneracies and thus significantly improve the constraint precision. The joint 21 cm IM+FRB+GW+SGL data can provide the constraint errors of $\sigma(\Omega_{\rm m})=0.0022$ and $\sigma(H_0)=0.16\ \rm km\ s^{-1}\ Mpc^{-1}$ in the $\Lambda$CDM model, which meet the standard of precision cosmology, i.e., the constraint precision of parameters is better than 1%. In addition, the joint data give $\sigma(w)=0.020$ in the $w$CDM model, and $\sigma(w_0)=0.066$ and $\sigma(w_a)=0.25$ in the $w_0w_a$CDM model, which are all better than the constraints obtained by the CMB+BAO+SN data. We show that the synergy between the four late-universe cosmological probes has magnificent prospects.",astro-ph.CO
arXiv:2202.09602,Yuan-Pei Yang et al.,"Temporal Scattering, Depolarization, and Persistent Radio Emission from Magnetized Inhomogeneous Environments Near Repeating Fast Radio Burst Sources","Some repeating fast radio burst (FRB) sources exhibit complex polarization behaviors, including frequency-dependent depolarization, variation of rotation measure (RM), and oscillating spectral structures of polarized components. Very recently, Feng et al. (2022) reported that active repeaters exhibit conspicuous frequency-dependent depolarization and a strong correlation between RM scatter ($\sigma_{\rm RM}$) and the temporal scattering time ($\tau_{\rm s}$), $\sigma_{\rm RM}\propto\tau_{\rm s}^{1.0\pm0.2}$, both of which can be well described by multi-path propagation through a magnetized inhomogeneous plasma screen. This observation strongly suggests that the temporal scattering and RM scatter originate from the same region. Besides, a particular finding of note in Feng et al. (2022) is that the FRBs with compact persistent radio sources (PRS) tend to have extreme $\sigma_{\rm RM}$. In this work, we focus on some theoretical predictions on the relations among temporal scattering, depolarization by RM scatter, and PRS contributed by the magnetized plasma environment close to a repeating FRB source. The behaviors of the RM scatter imply that the magnetized plasma environment is consistent with a supernova remnant or a pulsar wind nebula, and the predicted $\sigma_{\rm RM}$-$\tau_{\rm s}$ relation is $\sigma_{\rm RM}\propto\tau_{\rm s}^{(0.54-0.83)}$ for different astrophysical scenarios. We further make a general discussion on PRS that does not depend on specific astrophysical scenarios. We show that the specific luminosity of a PRS should have a positive correlation with the RM contributed by the plasma screen. This is consistent with the observations of FRB 121102 and FRB 190520B.",astro-ph.HE
arXiv:2202.09601,Yi Feng et al.,Frequency-dependent polarization of repeating fast radio bursts-implications for their origin,"The polarization of fast radio bursts (FRBs), bright astronomical transients, contains crucial information about their environments. We report polarization measurements of five repeating FRBs, the abundant signals of which enable wide-band observations with two telescopes. A clear trend of lower polarization at lower frequencies was found, which can be well characterized by a single parameter rotation-measure-scatter ({\sigma}RM) and modeled by multi-path scatter. Sources with higher {\sigma}RM have higher RM magnitude and scattering timescales. The two sources with the most substantial {\sigma}RM, FRB 20121102A and FRB 20190520B, are associated with a compact persistent radio source. These properties indicate a complex environment near the repeating FRBs, such as a supernova remnant or a pulsar wind nebula, consistent with their arising from young populations.",astro-ph.HE
